new_ID,Age,Gender,Grade,TYPEOFSC,shift_school,School transport,Transport_2or3wheelers,Travel_Accompany,Travel-accompany1,Travel-accompany2,TimeSchool,time_school,SchoolHomeTransport,home_schooltransportusual,Returned_Travel_Accompany,Parents_Trust,Cross_road,Allow_Public_Bus,Visit_Friend_Home,Visit_Relatives,Worship_Place,Visit_Shop,Dineout,Visit_Cinema,Friends_Dark,Play_Ground,Play_Score,Went_for_Walk,Went_Concert,Went_Club,Library,Café,Tuition,Part_time_work,Any_Activity,activity_alone,activity_independent,Q15R,weekend,RTI,RTI_Consult
567,16,Boy,10,private,morning shift only,Motorcycle,2 or 3 wheelers,Mix,Mix,Mix,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Sometime,yes,yes,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
568,16,Boy,10,private,morning shift only,Car,four wheelers,Another adult,Another Adult,Merged Parent and Adult,5 to 15 mins,15 min or less,Car,4 wheelers,Another adult,Never,no,no,With a parent or other adult,Not Done,With a parent or other adult,Not Done,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,1
570,17,Boy,10,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Child of same age or younger,Sometime,yes,yes,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,With a parent or other adult,visit alone,1,There was an activity,activity,1,0
572,18,Boy,10,private,morning shift only,Motorcycle,2 or 3 wheelers,Another adult,Another Adult,Merged Parent and Adult,5 to 15 mins,15 min or less,Public Bus,4 wheelers,Child of same age or younger,Sometime,yes,yes,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,1
573,16,Boy,10,private,morning shift only,Motorcycle,2 or 3 wheelers,Child of same age or younger,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Motorbike,2 or 3 wheelers,Child of same age or younger,Sometime,no,no,With a parent or other adult,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,visit alone,1,There was an activity,activity,1,1
678,16,Boy,6,private,morning shift only,walk,walk,Older child / teenager,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Another adult,Always,no,no,With a parent or other adult,With a parent or other adult,On Your own or with other young person,With a parent or other adult,On Your own or with other young person,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Mix,mix,2,There was an activity,activity,0,0
679,14,Boy,6,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,no,With a parent or other adult,Not Done,On Your own or with other young person,With a parent or other adult,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Mix,mix,2,There was an activity,activity,1,missing
577,14,Boy,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Never,yes,no,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,0,0
579,14,Girl,7,private,morning shift only,Public Bus,four wheelers,Mix,Mix,Mix,5 to 15 mins,15 min or less,Public Bus,4 wheelers,Mix,Never,no,yes,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
680,16,Boy,6,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,no,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,On Your own or with other young person,On Your own or with other young person,With a parent or other adult,On Your own or with other young person,Not Done,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Mix,mix,2,There was an activity,activity,0,0
581,12,Boy,7,private,morning shift only,Motorcycle,2 or 3 wheelers,Older child / teenager,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Rickshaw,2 or 3 wheelers,Child of same age or younger,Never,no,no,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
582,12,Boy,7,private,morning shift only,Rickshaw,2 or 3 wheelers,Child of same age or younger,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Rickshaw,2 or 3 wheelers,Child of same age or younger,Never,no,no,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
592,13,Boy,7,private,morning shift only,walk,walk,Mix,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Mix,Always,yes,yes,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,no visit,0,No Activity,no activity,0,0
593,14,Boy,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Never,no,no,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,0
594,14,Boy,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Never,no,no,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,no visit,0,No Activity,no activity,1,1
681,14,Boy,6,private,morning shift only,walk,walk,Parent,Parent,Merged Parent and Adult,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Always,no,no,With a parent or other adult,On Your own or with other young person,Not Done,With a parent or other adult,On Your own or with other young person,Not Done,With a parent or other adult,On Your own or with other young person,With a parent or other adult,With a parent or other adult,Not Done,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,Mix,mix,2,There was an activity,activity,1,1
597,12,Boy,7,private,morning shift only,walk,walk,Mix,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Mix,Always,no,yes,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,no visit,0,No Activity,no activity,0,0
598,14,Boy,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,yes,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,no visit,0,No Activity,no activity,0,0
599,15,Boy,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,yes,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
601,14,Boy,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Sometime,yes,no,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
604,14,Boy,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Always,no,yes,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,no visit,0,No Activity,no activity,1,0
605,13,Boy,7,private,morning shift only,Motorcycle,2 or 3 wheelers,Parent,Parent,Merged Parent and Adult,5 to 15 mins,15 min or less,Motorbike,2 or 3 wheelers,Parent,Always,yes,yes,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,1
607,13,Boy,7,private,morning shift only,Rickshaw,2 or 3 wheelers,Mix,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Suzuki, ,Mix,Always,yes,no,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
608,12,Girl,7,private,morning shift only,Motorcycle,2 or 3 wheelers,Mix,Mix,Mix,16 to 30 mins,16-30 min,Motorbike,2 or 3 wheelers,Mix,Never,no,no,On Your own or with other young person,On Your own or with other young person,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,0,0
613,13,Girl,7,private,morning shift only,walk,walk,Another adult,Another Adult,Merged Parent and Adult,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,no,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,0
614,13,Girl,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Child of same age or younger,Never,no,no,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,no visit,0,No Activity,no activity,0,0
616,12,Girl,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Never,no,no,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
682,13,Boy,6,private,morning shift only,Motorcycle,2 or 3 wheelers,Parent,Parent,Merged Parent and Adult,5 to 15 mins,15 min or less,Public Bus,4 wheelers,Child of same age or younger,Always,no,yes,Not Done,On Your own or with other young person,On Your own or with other young person,With a parent or other adult,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Mix,mix,2,There was an activity,activity,0,0
685,12,Boy,6,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,no,no,With a parent or other adult,With a parent or other adult,On Your own or with other young person,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Mix,mix,2,There was an activity,activity,0,0
620,13,Girl,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Never,no,no,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,0,0
